strongs_id,Original Word,Part of Speech,Transliteration,Pronunciation,Phonetic Spelling,KJV,NASB,Word Origin
H7436,רָמָתַיִם צוֹפִים,Proper Name,Ramathayim Tsow-phiym,rah-mah-thah-YEEM tsoh-FEEM,(raw-maw-thah'-yim tso-feem'),Ramathaimzophim,Ramathaim-zophim,[from the dual of
H7437,רָמַת לֶחִי,Proper Name Location,Ramath Lechiy,rah-MAHT leh-KHEE,(raw'-math lekh'-ee),Ramath-lehi,,[from
H7438,רן,Noun Masculine,ron,rone,(rone),song,songs,[from
H7439,רָנָה,Verb,ranah,rah-NAH,(raw-naw'),rattle,rattles,[a primitive root]
H7440,רִנָּה,Noun Feminine,rinnah,rin-naw',(rin-naw'),"cry, gladness, joy, proclamation, rejoicing, shouting, sing(-ing), triumph","cry, joyful shouting, shout of joy, shouts of joy, joy, joyful shout, joyful singing",[from
H7441,רִנָּה,Proper Name Masculine,Rinnah,rin-naw',(rin-naw'),Rinnah,Rinnah,[the same as
H7442,רָנַן,Verb,ranan,rah-nan',(raw-nan'),"aloud for joy, cry out, be joyful (greatly, make to) rejoice, (cause to) shout (for joy), (cause to) sing (aloud, for joy, out), triumph","sing for joy, shout for joy, shout joyfully, sing aloud, joyfully sing, cries, cries of joy",[a primitive root]
H7443,רֶנֶ,Noun Masculine,renen,reh'-nen,(reh'-nen),X goodly,ostriches',[from
H7444,רַנֵּן,Verb,rannen,rah-nen,(ran-nane'),singing,,[intensive from
H7445,רְנָנָה,Noun Feminine,rnanah,reh-nah-NAH,(ren-aw-naw'),"joyful (voice), singing, triumphing","joyful, joyful shout, joyful singing, triumphing",[from
H7446,רִסָּה,Proper Name Location,Riccah,RIS-sah,(ris-saw'),Rissah,Rissah,[from
H7447,רָסִיס,Noun Masculine,raciyc,rah-TSEETS,(raw-sees'),"breach, drop",,[from
H7448,רֶסֶן,Noun Masculine,recen,reh'-sen,(reh'-sen),bridle,"bridle, mail",[from an unused root meaning to curb]
H7449,רֶסֶן,Proper Name Location,Recen,REH-sen,(reh'-sen),Resen,Resen,[the same as
H7450,רַָסַס,Verb,racac,rah-SAS,(raw-sas'),temper,moisten,[a primitive root]
H7451,רַע,Adjective; noun masculine; noun feminine,ra`,rah,(rah),"adversity, affliction, bad, calamity, + displease(-ure), distress, evil((-favouredness), man, thing), + exceedingly, X great, grief(-vous), harm, heavy, hurt(-ful), ill (favoured), + mark, mischief(-vous), misery, naught(-ty), noisome, + not please, sad(-ly), sore, sorrow, trouble, vex, wicked(-ly, -ness, one), worse(-st), wretchedness, wrong (Incl feminine raaah; as adjective or noun)",,[from
H7452,רֵעַ,Noun,rea`,reh-ah,(ray'-ah),"X aloud, noise, shouted","loudly, noise, shouted",[from
H7453,רֵעַ,Noun Masculine,rea`,reh-ah,(ray'-ah),"brother, companion, fellow, friend, husband, lover, neighbour, X (an-)other","neighbor, friend, another, neighbor's, friends, other, another's",[from
H7454,רֵעַ,Noun Masculine,rea`,reh-ah,(ray'-ah),thought,"thought, thoughts",[from
H7455,רֹעַ,Noun Masculine,roa`,roh-ah,(ro'-ah),"X be so bad, badness, (X be so) evil, naughtiness, sadness, sorrow, wickedness","evil, rottenness, wickedness, sad, sadness, ugliness",[from
H7456,רָעֵב,Verb,ra`eb,rah-AYV,(raw-abe'),"(suffer to) famish, (be, have, suffer, suffer to) hunger(-ry)","hungry, hunger, suffer hunger, famished, gets hungry",[a primitive root]
H7457,רָעֵב,Adjective,ra`eb,rah-AYV,(raw-abe'),"hunger bitten, hungry","hungry, famished, hungry man",[from
H7458,רָעָב,Noun Masculine,ra`ab,rah-av',(raw-awb'),"dearth, famine, + famished, hunger","famine, hunger, famished",[from
H7459,רְעָבוֹן,Noun Masculine,rabown,reh-aw-bone',(reh-aw-bone'),famine,famine,[from
H7460,רָעַד,Verb,ra`ad,rah-ahd,(raw-ad'),,"trembling, trembles",[a primitive root]
H7461,רַעַד,Noun,ra`ad,rah-ahd,(rah'-ad),trembling,,[from
H7462,רָעָה,Verb,ra`ah,rah-AH,(raw-aw'),"X break, companion, keep company with, devour, eat up, evil entreat, feed, use as a friend, make friendship with, herdman, keep (sheep)(-er), pastor, + shearing house, shepherd, wander, waste",,[a primitive root]
H7463,רֵעֶה,Noun Masculine,re`eh,reh-eh,(ray-eh'),friend,,[from
H7464,רֵעָה,Noun Feminine,re`ah,ray'-akh,(ray'-aw),"companion, fellow",companions,[feminine of
H7465,רֹעָה,Verb,ro`ah,roh-ah,(ro-aw'),"broken, utterly",,[for
H7466,רְעוּ,Proper Name Masculine,R`uw,reh-oo',(reh-oo'),Reu,,[for
H7467,רְעוּאֵל,Proper Name Masculine,R`uw'el,reh-oo-EL,(reh-oo-ale'),"Raguel, Reuel",Reuel,[from the same as
H7468,רְעוּת,Noun Feminine,r`uwth,reh-OOTH,(reh-ooth'),"+ another, mate, neighbour","neighbor, another, another's, kind, mate",[from
H7469,רְעוּת,Noun Masculine,r`uwth,reh-OOTH,(reh-ooth'),vexation,striving,[probably from
H7470,רְעוּת,Noun Feminine,ruwth,reh-OOTH,(reh-ooth'),"pleasure, will",,[(Aramaic) corresponding to
H7471,רְעִי,Noun Masculine,r`iy,ray-ee,(reh-ee'),pasture,pasture-fed,[from
H7472,רֵעִי,Proper Name Masculine,Re`iy,ray-ee,(ray-ee'),Rei,Rei,[from
H7473,רֹעִי,Verb,ro`iy,roh-ee,(ro-ee'),shipherd,"shepherd, shepherd's",[from active participle of
H7474,רַעְיָה,Noun Feminine,ra`yah,ray-ah,(rah-yaw'),"fellow, love",darling,[feminine of
H7475,רַעְיוֹן,Noun Masculine,ra`yown,rah-yohn,(rah-yone'),vexation,striving,[from
H7476,רַעְיוֹן,Noun Masculine,ra`yown,rah-yohn,(rah-yone'),"cogitation, thought",thoughts,[(Aramaic) corresponding to
H7477,רָעַל,Verb,ra`al,rah-ahl,(raw-al'),terribly shake,brandished,[a primitive root]
H7478,רַעַל,Noun Masculine,ra`al,rah-ahl,(rah'-al),trembling,reeling,[from
H7479,רַעֲלָה,Noun Feminine,ra`alah,reh-ah-LAH,(rah-al-aw'),muffler,veils,[feminine of
H7480,רְעֵלָיָה,Proper Name Masculine,R`elayah,reh-ay-LAH-yah,(reh-ay-law-yaw'),Reeliah,Reelaiah,[from
H7481,רָעַם,Verb,ra`am,rah-AM,(raw-am'),"make to fret, roar, thunder, trouble","roar, thundered, thunders, thunder, irritate, troubled",[a primitive root]
H7482,רַעַם,Noun Masculine,ra`am,rah-am,(rah'am),thunder,thunder,[from
H7483,רַעְמָה,Noun Feminine,ra`mah,rah-MAH,(rah-maw'),thunder,mane,[feminine of
H7484,רַעְמָה,"proper name, masculine",Ra`mah,rah-MAH,(rah-maw'),Raamah,"Raamah, Raama",[the same as
H7485,רַעַמְיָה,Proper Name Masculine,Ra`amyah`,rah-am-YAH,(rah-am-yaw'),Raamiah,Raamiah,[from
H7486,רַעְמְסֵס,Proper Name Location,Ra`mcec,rah-am-SEHS,(rah-mes-ace'),"Raamses, Rameses","Rameses, Raamses",[of Egyptian origin]
H7487,רַעֲנַן,Adjective,ra`anan,rah-ah-NAHN,(rah-aw-nan'),"Raamses, Rameses",,[of Egyptian origin]
H7488,רַעֲנָן,Adjective,ra`anan,rah-ah-NAHN,(rah-an-awn'),flourishing,"green, luxuriant, fresh, very green",[(Aramaic) corresponding to
H7489,רָעַע,Verb,ra`a`,rah-ah',(raw-ah'),"afflict, associate selves (by mistake for H7462), break (down, in pieces), + displease, (be, bring, do) evil (doer, entreat, man), show self friendly (by mistake for H7462), do harm, (do) hurt, (behave self, deal) ill, X indeed, do mischief, punish, still, vex, (do) wicked (doer, -ly), be (deal, do) worse",,[a primitive root]
H7490,רְעַע,Verb,r`a`,reh-ah,(reh-ah'),,"break in pieces, breaks in pieces",[(Aramaic) corresponding to
H7491,רָעַף,Verb,ra`aph,rah-af',(raw-af'),"distil, drop (down)","drip, drip down",[a primitive root]
H7492,רָעַץ,Verb,ra`ats,rah-ats,(raw-ats'),"dash in pieces, vex","afflicted, shatters",[a primitive root]
H7493,רָעַשׁ,Verb,ra`ash,rah-ash,(raw-ash),"make afraid, (re-)move, quake, (make to) shake, (make to) tremble","shake, quaked, quake, quakes, shaken, shook, tremble",[a primitive root]
H7494,רַעַשׁ,Noun Masculine,ra`ash,rah-ash,(rah'-ash),"commotion, confused noise, earthquake, fierceness, quaking, rattling, rushing, shaking","earthquake, rattling, rumbling, tumult, commotion, shaking, trembling",[from
H7495,רָפָא,Verb,rapha',rah-fah',(raw-faw'),"cure, (cause to) heal, physician, repair, X thoroughly, make whole See H7503","heal, healed, physicians, become fresh, heals, healing, purified",[a primitive root]
H7496,רָפָא,Noun Masculine,rapha',rah-fah',(raw-faw'),"dead, deceased","departed spirits, dead, spirits of the dead",[from
H7497,רָפָא,Proper Name,rapha',rah-fah',(raw-faw'),"giant, Rapha, Rephaim(-s) See also H1051",Rephaim,[from
H7498,רָפָא,Proper Name Masculine,Rapha',rah-fah',(raw-faw'),Rapha,,[probably the same as
H7499,רְפֻאָה,Noun Feminine,rphu'ah,reh-foo-AH,(ref-oo-aw'),"heal(-ed), medicine","healing, remedies",[feminine passive participle of
H7500,רִפְאוּת,Noun Feminine,riph'uwth,ree-FOOTH,(rif-ooth'),health,healing,[from
H7501,רְפָאֵל,Proper Name Masculine,Rpha'el,reh-fah-EL,(ref-aw-ale'),Rephael,Rephael,[from
H7502,רָפַד,Verb,raphad,rah-FAD,(raw-fad'),"comfort, make (a bed), spread","make, refresh, spreads",[a primitive root]
H7503,רָפָה,Verb,raphah,rah-FAH,(raw-faw'),"abate, cease, consume, draw (toward evening), fail, (be) faint, be (wax) feeble, forsake, idle, leave, let alone (go, down), (be) slack, stay, be still, be slothful, (be) weak(-en) See H7495","fail, lazy, cease, dropped, fall limp, hang limp, let",[a primitive root]
H7504,רָפֶה,Adjective,rapheh,rah-FEH,(raw-feh'),"weak raphah, Raphah See H7497, H7498 riphah See H7383",,[from
H7505,רָפוּא,Proper Name Masculine,Raphuw',rah-FOO,(raw-foo'),Raphu,Raphu,[passive participle of
H7506,רֶפַח,Proper Name Masculine,Rephach,reh-fakh',(reh'-fakh),Rephah,Rephah,[from an unused root apparently meaning to sustain]
H7507,רְפִידָה,Noun Feminine,rphiydah,reh-fee-DAH,(ref-ee-daw'),bottom,back,[from
H7508,רְפִידִים,Proper Name Masculine,Rphiydiym,reh-fee-DEEM,(ref-ee-deem'),Rephidim,Rephidim,[plural of the masculine of the same as
H7509,רְפָיָה,Proper Name Masculine,Rphayah,reh-fah-YAH,(ref-aw-yaw'),Rephaiah,Rephaiah,[from
H7510,רִפְיוֹן,noun masculine,riphyown,rip-pah-YONE,(rif-yone'),feebleness,limpness,[from
H7511,רָפַס,Verb,raphac,rah-FAS,(raw-fas'),"humble self, submit self","foul, fouled, humble, trampled, trampling under foot",[a primitive root]
H7512,רְפַס,Verb,rphac,reh-fahs',(ref-as'),,trampled down,[(Aramaic) corresponding to
H7513,רַפְסֹדָה,Noun Feminine,raphcodah,raf-so-DAH,(raf-so-daw'),flote,rafts,[from
H7514,רָפַק,Verb,raphaq,rah-fahk,(raw-fak'),lean,,[a primitive root]
H7515,רָפַשׂ,Verb,raphas,rah-FAS,(raw-fas'),"foul, trouble",,[a primitive root]
H7516,רֶפֶשׁ,Noun Masculine,rephesh,reh-fesh,(reh'-fesh),mire,refuse,[from
H7517,רֶפֶת,Noun Masculine,repheth,reh'-feth,(reh'-feth),stall,stalls,[probably from
H7518,רץ,Noun Masculine,rats,rahts,(rats),piece,pieces,[contracted from
H7519,רָצָא,Verb,ratsa',rah-tsah,(raw-tsaw'),"accept, run",ran,[a primitive root]
H7520,רָצַד,Verb,ratsad,rah-tsad',(raw-tsad'),leap,look with envy,[a primitive root]
H7521,רָצָה,Verb,ratsah,rah-tsah',(raw-tsaw'),"(be) accept(-able), accomplish, set affection, approve, consent with, delight (self), enjoy, (be, have a) favour(-able), like, observe, pardon, (be, have, take) please(-ure), reconcile self","accept, accepted, pleased, delight, delights, enjoy, favor",[a primitive root]
H7522,רָצוֹן,Noun Masculine,ratsown,rah-tsone',(raw-tsone'),"(be) acceptable(-ance, -ed), delight, desire, favour, (good) pleasure, (own, self, voluntary) will, as(what) would","favor, accepted, acceptable, delight, pleases, will, desire",[from
H7523,רָצַח,Verb,ratsach,rah-tsakh',(raw-tsakh'),"put to death, kill, (man-)slay(-er), murder(-er)","manslayer, murderer, murder, murdered, killed, kills the manslayer, murderer shall be put",[a primitive root]
H7524,רֶצַח,Noun Masculine,retsach,reh'-tsakh,(reh-tsakh),"slaughter, sword","shattering, slaughter",[from
H7525,רִצְיָא,Proper Name Masculine,Ritsya',reet-see-yah,(rits-yaw'),Rezia,Rizia,[from
H7526,רְצִין,Proper Name Masculine,Rtsiyn,reh-tseen',(rets-een'),Rezin,Rezin,[probably for
H7527,רָצַע,Verb,ratsa`,rah-tsah,(raw-tsah'),bore,pierce,[a primitive root]
H7528,רָצַף,Verb,ratsaph,rah-tsaf',(raw-tsaf'),pave,fitted,[a denominative from
H7529,רצֶף,Noun Masculine,retseph,reh-tsef,(reh'-tsef),coal,,[for
H7530,רֶצֶף,Proper Name Location,Retseph,reh'-tsef,(reh'-tsef),Rezeph,Rezeph,[the same as
H7531,רִצְפָה,Noun Feminine,ritspah,reets-pah,(rits-paw'),"live coal, pavement",,[feminine of
H7532,רִצְפָה,Proper Name Feminine,Ritspah,rit-spah',(rits-paw'),Rizpah,Rizpah,[the same as
H7533,רָצַץ,Verb,ratsats,rah-tsats',(raw-tsats'),"break, bruise, crush, discourage, oppress, struggle together","crushed, oppressed, broke, bruised, crush, crushing, struggled",[a primitive root]
H7534,רַק,Adjective; adverb; feminine,raq,rahk,(rak),"lean((-fleshed)), thin","only, however, nevertheless, surely, except, yet, lean",[from
H7535,רַק,Adverb,raq,rahk,(rak),"but, even, except, howbeit howsoever, at the least, nevertheless, nothing but, notwithstanding, only, save, so (that), surely, yet (so), in any wise",,[the same as
H7536,רֹק,Noun Masculine,roq,roke,(roke),"spit(-ting, -tle)","spitting, spittle",[from
H7537,רָקַב,Verb,raqab,rah-KEB,(raw-kab'),rot,rot,[a primitive root]
H7538,רָקָב,Noun Masculine,raqab,rah-KAB,(raw-kawb'),rottenness (thing),"rottenness, decay, rotten thing",[from
H7539,רִקָּבוֹן,Noun Masculine,riqqabown,rik-kaw-bone',(rik-kaw-bone'),rotten,rotten,[from
H7540,רָקַד,Verb,raqad,rah-KAHD,(raw-kad'),"dance, jump, leap, skip","skip, bounding, dance, frolic, leap, leaping, skip about",[a primitive root]
H7541,רַקָּה,Noun Feminine,raqqah,rahk-KAH,(rak-kaw'),temple,"temple, temples",[feminine of
H7542,רַקּוֹן,Proper Name Location,Raqqown,rak-KONE,(rak-kone'),Rakkon,Rakkon,[from
H7543,רָקַח,Verb,raqach,rah-kakh',(raw-kakh'),"apothecary, compound, make (ointment), prepare, spice","perfumer, blended, mix, mix in the spices, perfumer's, prepared",[a primitive root]
H7544,רֶקַח,Noun Masculine,reqach,reh'-kakh,(reh'-kakh),spiced,spiced,[from
H7545,רֹקַח,Noun Masculine,roqach,roh-KAY-akh,(ro'-kakh),"confection, ointment",perfume,[from
H7546,רַקָּח,Noun Masculine,raqqach,rak-kakh',(rak-kawkh'),apothecary,perfumers,[from
H7547,רַקֻּחַ,Noun Masculine,raqquach,rik-KOO-akh,(rak-koo'-akh),perfume,perfumes,[from
H7548,רַקָּחָה,Noun Feminine,raqqachah,rak-kaw-khaw',(rak-kaw-khaw'),confectioner,perfumers,[feminine of
H7549,רָקִיעַ,Noun Masculine,raqiya`,rah-kee-ah,(raw-kee'-ah),firmament,"expanse, expanse of heaven",[from
H7550,רָקִיק,Noun Masculine,raqiyq,rah-KEEK,(raw-keek'),"cake, wafer","wafers, wafer","[from,"
H7551,רָקַם,Verb,raqam,rah-KAM,(raw-kam'),"embroiderer, needlework, curiously work","weaver, embroiderer, skillfully wrought",[a primitive root]
H7552,רֶקֶם,proper name; masculine a.; location,Reqem,reh'-kem,(reh'-kem),Rekem,"Rekem, Rakem",[from
H7553,רִקְמָה,Noun Feminine,riqmah,rik-MAH,(rik-maw'),"broidered (work), divers colours, (raiment of) needlework (on both sides)","embroidered, embroidered work, embroidered cloth, embroidery, many colors, stones of various colors, various colors",[from
H7554,רָקַע,Verb,raqa`,rah-KAH,(raw-kah'),"beat, make broad, spread abroad (forth, over, out, into plates), stamp, stretch","spread, hammered, stamped, beaten, plates, spreading, stamp",[a primitive root]
H7555,רִקֻּעַ,Noun Masculine,riqqua`,rik-KOO-ah,(rik-koo'-ah),broad,hammered,[from
H7556,רָקַק,Verb,raqaq,rah-KAHK,(raw-kak'),spit,spits,[a primitive root]
H7557,רַקַּת,Proper Name Location,Raqqath,rak-KATH,(rak-kath'),Rakkath,Rakkath,[from
H7558,רִשְׁיוֹן,Noun Masculine,rishyown,reesh-YONE,(rish-yone'),grant,permission,[from an unused root meaning to have leave]
H7559,רָשַׁם,Verb,rasham,rah-SHAHM,(raw-sham'),note,inscribed,[a primitive root]
H7560,רְשַׁם,Verb,rsham,reh-SHAHM,(resh-am'),,"signed, sign, written",[(Aramaic) corresponding to
H7561,רָשַׁע,Verb,rasha`,rah-SHAH,(raw-shah'),"condemn, make trouble, vex, be (commit, deal, depart, do) wicked(-ly, -ness)","condemn, acted wickedly, act wickedly, condemns, wicked, condemned, been wicked",[a primitive root]
H7562,רֶשַׁע,Noun Masculine,resha`,reh-shah,(reh'-shah),"iniquity, wicked(-ness)","wickedness, wicked, evil, Ill-gotten, wicked acts",[from
H7563,רָשְׁע,Adjective,rasha`,rah-SHAH,(raw-shaw'),"+ condemned, guilty, ungodly, wicked (man), that did wrong","wicked, wicked man, guilty, wicked ones, wicked men, evil, evil man",[from
H7564,רִשְׁעָה,Noun Feminine,rish`ah,ree-SHAH,(rish-aw'),"fault, wickedly(-ness)","wickedness, guilt, wickedly",[feminine of
H7565,רֶשֶׁף,Noun Masculine,resheph,reh'-shef,(reh'-shef),"arrow, (burning) coal, burning heat, + spark, hot thunderbolt","flashes, plague, bolts of lightning, flaming",[from
H7566,רֶשֶׁף,Proper Name Masculine,Resheph,REH-shehf,(reh'-shef),Resheph,Resheph,[the same as
H7567,רָשַׁשׁ,Verb,rashash,rah-SHASH,(raw-shash'),impoverish,"beaten down, demolish",[a primitive root]
H7568,רֶשֶׁת,Noun Feminine,resheth,reh'-sheth,(reh'-sheth),net(-work),"net, network",[from
H7569,רַתּוֹק,Noun Masculine,rattowq,rat-toke',(rat-toke'),chain,"chain, chains",[from
H7570,רָתַח,Verb,rathach,rah-thakh',(raw-thakh'),boil,"boil, seething",[a primitive root]
H7571,רֶתַח,Noun Masculine,rethach,reh-thakh,(reh'-thakh),X (boil) well,vigorously,[from
H7572,רַתִּיקָה,Noun Feminine,rattiyqah,rat-tee-kah,(rat-tee-kaw'),chain,,[from
H7573,רָתַם,Verb,ratham,rah-THAM,(raw-tham'),bind,harness,[a primitive root]
H7574,רֶתֶם,Noun Masculine,rethem,reh'-them,(reh'-them),juniper (tree),"juniper tree, broom shrub, broom tree",[from
H7575,רִתְמָה,Proper Name Feminine,Rithmah,reeth-MAH,(rith-maw'),Rithmah,Rithmah,[feminine of
H7576,רָתַק,Verb,rathaq,rah-thak,(raw-thak'),bind,"bound, broken",[a primitive root]
H7577,רְתֻקָה,Noun Feminine,rthuqah,reh-too-KAH,(reth-oo-kaw'),chain,chains,[feminine passive participle of
H7578,רְתֵת,Noun Masculine,rtheth,reh'-teth,(reth-ayth'),trembling,trembling,[for
H7579,שָׁאַב,Verb,sha'ab,shah-AB,(sahw-ab'),"(woman to) draw(-er, water)","draw, drew, drawers, draw water, draws",[a primitive root]
H7580,שָׁאַג,Verb,sha'ag,shah-ag,(shaw-ag'),"X mightily, roar","roar, roaring, roars, roared, groan, roar mightily",[a primitive root]
H7581,שְׁאָגָה,Noun Feminine,shagah,sheh-aw-GAW,(sheh-aw-gaw'),roaring,"roaring, groaning, cries, roar",[from
H7582,שָׁאָה,Verb,sha'ah,shaw-aw',(shaw-aw'),"be desolate, (make a) rush(-ing), (lay) waste","devastated, rumble, rush, turn",[a primitive root]
H7583,שָׁאָה,Verb,sha'ah,shah-ah,(shaw-aw'),wonder,gazing,[a primitive root (identical with
H7584,שַׁאֲוָה,Noun Feminine,sha'avah,sha-ah-vah,(shah-av-aw'),desolation,storm,[from
H7585,שְׁאוֹל,Noun Feminine,sh'owl,sheh-OL,(sheh-ole'),"grave, hell, pit",Sheol,[from
H7586,שָׁאוּל,Proper Name Masculine,Sha'uwl,shaw-ool',(shaw-ool'),"Saul, Shaul","Saul, Saul's, Shaul",[passive participle of
H7587,שָׁאוּלִי,Adjective,Sha'uwliy,shaw-oo-LEE,(shaw-oo-lee'),Shaulites,Shaulites,[patronymic from
H7588,שָׁאוֹן,Noun Masculine,sha'own,sha-OWN,(shaw-one'),"X horrible, noise, pomp, rushing, tumult (X -uous)","uproar, rumbling, tumult, roaring, big noise, clamor, destruction",[from
H7589,שְׁאָט,Noun Masculine,sh'at,shay-at,(sheh-awt'),despite(-ful),scorn,[from an unused root meaning to push aside]
H7590,שָׁאט,Verb,sha't,shaht,(shawt),that (which) despise(-d),,[for active part of
H7591,שְׁאִיָּה,Noun Feminine,sh'iyah,shay-YAH,(sheh-ee-yaw'),destruction,ruins,[from
H7592,שָׁאַל,Verb,sha'al,shaw-al',(shaw-al'),"ask (counsel, on), beg, borrow, lay to charge, consult, demand, desire, X earnestly, enquire, + greet, obtain leave, lend, pray, request, require, + salute, X straitly, X surely, wish","ask, asked, inquired, requested, inquire, asking, asks",[a primitive root]
H7593,שְׁאֵל,Verb,sh'el,shay-ale,(sheh-ale'),,"asked, demands, inquired, require",[(Aramaic) corresponding to
H7594,שְׁאָל,Proper Name Masculine,Sh'al,sheh-ahl',(sheh-awl'),Sheal,Sheal,[from
H7595,שְׁאֵלָא,Noun Feminine,sh'ela',sheh-ay-LAH,(sheh-ay-law'),demand,decision,[(Aramaic) from
H7596,שְׁאֵלָה,Noun Feminine,sh'elah,shay-LAW,(sheh-ay-law'),"loan, petition, request","petition, request, one",[from
H7597,שְׁאַלְתִּיאֵל,Proper Name Masculine,Sh'altiy'el,she-al-TEE-el,(sheh-al-tee-ale'),"Shalthiel, Shealtiel",Shealtiel,[from
H7598,שְׁאַלְתִּיאֵל,Proper Name Masculine,Sh'altiy'el,she-al-TEE-el,(sheh-al-tee-ale'),,Shealtiel,[(Aramaic) corresponding to
H7599,שָׁאַן,Verb,sha'an,shaw-an',(shaw-an'),"be at ease, be quiet, rest See also H1052","ease, been at ease, secure",[a primitive root]
H7600,שַׁאֲנָן,Adjective,sha'anan,shah-ah-NAHN,(shah-an-awn'),"that is at ease, quiet, tumult","ease, who are at ease, arrogance, undisturbed, those who are at ease",[from
H7601,שָׁאַס,Verb,sha'ac,shah-as',(shaw-as'),spoil,,[a primitive root]
H7602,שָׁאַף,Verb,sha'aph,shah-AHF,(shaw-af'),"desire (earnestly), devour, haste, pant, snuff up, swallow up",,[a primitive root]
H7603,שְׂאֹר,Noun Masculine,s'or,seh-ore',(seh-ore'),leaven,leaven,[from
H7604,שָׁאַר,Verb,sha'ar,shaw-ar',(shaw-ar'),"leave, (be) left, let, remain, remnant, reserve, the rest","left, leave, remained, remain, remains, survived, left behind",[a primitive root]
H7605,שְׁאָר,Noun Masculine,sh'ar,sheh-awr',(sheh-awr'),"X other, remnant, residue, rest","rest, remnant, remainder, survivors",[from
H7606,שְׁאָר,Noun Masculine,sh'ar,sheh-awr',(sheh-awr'),,"rest, remainder",[(Aramaic) corresponding to
H7607,שְׁאֵר,Noun Masculine,sh'er,sheh-ayr,(sheh-ayr'),"body, flesh, food, (near) kin(-sman, -swoman), near (nigh) (of kin)","blood relative, flesh, blood relatives, meat, body, food, himself",[from
H7608,שַׁאֲרָה,Noun Feminine,sha'arah,sheh-aw-RAW,(shah-ar-aw'),near kinswomen,,[feminine of
H7609,שֶׁאֱרָה,Proper Name Feminine,She'erah,shay-eh-RAH,(sheh-er-aw'),Sherah,Sheerah,[the same as
H7610,שְׁאָר יָשׁוּב,Proper Name Masculine,Sh'ar Yashuwb,sheh-ahr yah-shoov,(sheh-awr'yaw-shoob'),Shear-jashub,Shear-jashub,[from
H7611,שְׁאֵרִית,Noun Feminine,sh'eriyth,shay-ay-reeth',(sheh-ay-reeth'),"that had escaped, be left, posterity, remain(-der), remnant, residue, rest","remnant, rest, survivors, left, those who had escaped",[from
H7612,שֵׁאת,Noun Feminine,she'th,shayth,(shayth),desolation,devastation,[from
H7613,שְׂאֵת,Noun Feminine,s'eth,seh-ayth,(seh-ayth'),"be accepted, dignity, excellency, highness, raise up self, rising","swelling, majesty, authority, dignity, high position, lifted, raises",[from
H7614,שְׁבָא,"proper name, of a people and territory",Shba',sheh-BAH,(sheb-aw'),"Sheba, Sabeans","Sheba, Sabeans",[of foreign origin]
H7615,שְׁבָאִי,Adjective,Shba'iy,sheb-ai',(sheb-aw-ee'),Sabean,Sabeans,[patronymic from
H7616,שָׁבָב,Noun Masculine,shabab,sheh-vah-BEEM,(shaw-bawb'),broken in pieces,broken to pieces,[from an unused root meaning to break up]
H7617,שָׁבָה,Verb,shabah,shaw-BAH,(shaw-baw'),"(bring away, carry, carry away, lead, lead away, take) captive(-s), drive (take) away","taken, taken captive, captured, carried, take, captives, captors",[a primitive root]
H7618,שְׁבוּ,Noun Feminine,shbuw,sheh-BO,(sheb-oo'),agate,agate,[from an unused root (probably identical with that of
H7619,שְׁבוּאֵל,Proper Name Masculine,Shbuw'el,sheb-oo-ale',(sheb-oo-ale'),"Shebuel, Shubael","Shebuel, Shubael",[from
H7620,שְׁבוּעַ,Noun Masculine,shabuwa`,sha-VOO-ah,(shaw-boo'-ah),"seven, week","weeks, week, seven",[(properly) passive participle of
H7621,שְׁבוּעָה,Noun Feminine,shbuw`ah,shev-oo-AH,(sheb-oo-aw'),"curse, oath, X sworn","oath, curse, oaths, swear, sworn",[feminine passive participle of
H7622,שְׁבוּת,Noun Feminine,shbuwth,she-VOOTH or she-VEETH,(sheb-ooth'),captive(-ity),"fortunes, captivity, captive, fortune, own captivity",[from
H7623,שָׁבַח,Verb,shabach,shah-bakh',(shaw-bakh'),"commend, glory, keep in, praise, still, triumph",,[a primitive root]
H7624,שְׁבַח,Verb,shbach,sheh-bakh',(sheb-akh'),praise,"praised, praise",[(Aramaic) corresponding to
H7625,שְׁבַט,Noun Masculine,shebat,shay-VAHT,(sheb-at'),tribe,tribes,[(Aramaic) corresponding to
H7626,שֵׁבֶט,Noun Masculine,shebet,SHAY-bet,(shay'-bet),"X correction, dart, rod, sceptre, staff, tribe","tribes, tribe, rod, scepter, club, correction, scepters",[from an unused root probably meaning to branch off]
H7627,שְׁבָט,Noun,Shbat,sheh-BAHT,(sheb-awt'),Sebat,Shebat,[of foreign origin]
H7628,שְׁבִי,noun masculine; Adjective; noun masculine; noun feminine,shbiy,sheb-ee',(sheb-ee'),"captive(-ity), prisoners, X take away, that was taken",,[from
H7629,שׁבִי,Proper Name Masculine,Shobiy,SHO-bee,(sho-bee'),Shobi,Shobi,[from
H7630,שׁבַי,Proper Name Masculine,Shobay,sho-BAI,(sho-bah'-ee),Shobai,Shobai,[for
H7631,שְׂבִיב,Noun Masculine,sbiyb,sheh-BEEB,(seb-eeb'),,"ablaze with flames, flame",[(Aramaic) corresponding to
H7632,שָׁבִיב,Noun Masculine,shabiyb,shah-BEEB,(shaw-beeb'),spark,flame,[from the same as
H7633,שִׁבְיָה,Noun Feminine,shibyah,shib-yaw',(shib-yaw'),captives(-ity),"captives, captivity",[feminine of
